G,U,X,Y
F,1.221,2.249,8.466
F,1.496,2.493,3.52
F,12.22,11.396,8.389
F,1.125,35.463,23.228
M,1.736,4.839,4.363
M,1.428,2.437,3.312
F,3.113,3.986,23.621
M,3.087,4.791,5.904
M,3.755,4.25,4.777
F,1.884,6.741,7.597
M,4.528,5.378,4.687
F,1.903,2.758,4.392
F,3.237,20.581,13.915
F,21.655,19.199,13.046
F,1.177,2.345,3.466
F,47.547,39.521,26.069
M,13.583,13.848,10.152
F,5.018,5.394,5.13
F,1.219,2.994,3.268
F,1.513,4.675,4.619
M,1.824,2.861,3.448
F,1.031,2.365,6.951
M,1.486,3.205,4.513
F,1.304,2.59,3.183
F,1.87,3.895,7.843
M,1.039,2.67,3.244
F,2.11,4.535,5.039
M,2.937,3.768,4.617
M,2.734,3.472,4.26
M,6.76,6.61,5.58
M,1.563,3.438,4.202
M,2.38,3.675,4.229
F,6.251,6.339,6.578
F,1.371,3.125,3.925
M,2.893,4.826,4.817
F,15.608,15.513,15.822
F,1.377,2.475,3.083
M,5.082,5.268,4.982
M,1.06,2.506,3.07
M,2.379,3.133,5.092
M,1.364,2.395,3.159
M,1.01,2.236,4.053
F,2.46,3.81,5.321
F,144.972,117.27,72.52
M,1.07,2.262,3.63
M,1.214,2.178,3.789
F,8.57,12.075,8.823
M,3.782,4.661,4.405
M,17.157,15.034,10.422
M,7.429,8.093,6.266
M,1.059,2.083,2.997
M,7.036,6.936,5.809
M,18.637,16.528,11.498
F,5.396,6.403,5.301
M,1.113,2.894,4.758
M,1.521,2.56,3.29
M,1.195,2.259,4.468
M,2.735,3.411,3.532
M,2.108,3.077,3.261
F,1.03,23.229,16.782
M,2.111,2.971,4.004
M,4.192,10.665,8.364
F,1.861,7.088,6.823
M,3.546,4.227,4.074
M,1.503,2.61,3.527
M,1.144,2.123,2.776
F,127.378,110.826,68.622
F,1.536,717.011,439.96
M,4.576,5.257,4.898
M,8.314,7.893,7.004
F,2.276,5.431,5.014
M,4.07,4.705,7.742
F,1.371,4.627,4.21
M,1.287,2.457,2.89
F,1.888,3.334,4.318
M,172.103,139.212,86.13
M,2.21,3.945,4.04
F,1.068,3.247,3.853
M,3.711,5.119,4.624
M,4.677,5.398,4.649
F,1.216,2.994,3.374
M,1.458,3.223,3.499
M,1.165,2.182,2.729
F,8.38,8.109,10.137
M,1.1,2.714,3.213
M,1.059,2.24,2.912
M,1.05,2.244,2.814
M,1.003,2.342,4.152
F,3.909,8.311,8.756
F,1.477,6.154,5.835
F,1.306,4.327,10.379
F,21.971,21.223,15.101
M,2.017,3.477,4.18
F,5.535,7.141,5.803
M,4.299,5.251,8.877
F,50.534,44.31,28.093
M,1.04,2.056,3.551
M,1.018,2.679,3.219
F,5.847,47.102,32.323
F,4.146,11.562,8.569
F,31.652,27.204,18.685
M,1.585,3.127,3.795
M,1.814,3.525,3.583
M,2.086,6.022,5.285
F,3.274,4.768,8.313
M,1.01,2.376,3.793
F,2.626,3.519,3.595
F,10.635,9.774,8.171
F,72.597,80.499,51.613
M,4.552,5.755,4.899
M,1.598,2.913,3.54
F,245.44,203.872,124.655
M,29.795,25.591,16.932
F,3.327,36.195,23.462
F,3.038,5.174,4.675
F,15.281,14.347,10.512
F,2.012,5.16,4.561
F,4.728,6.537,7.851
M,1.017,2.063,3.955
F,27.764,24.115,16.557
M,629.683,505.224,304.627
M,2.256,5.248,4.594
M,3.161,3.837,4.669
F,2.299,3.071,3.647
F,4.119,4.761,4.467
M,8.572,8.689,6.624
F,1.75,2.726,5.575
F,2.078,2.98,3.237
F,2.191,2.968,4.372
F,1.296,2.331,3.76
F,3.25,5.562,21.398
M,1.008,2.144,6.281
F,5.217,5.937,6.484
F,1.445,20.822,14.018
F,7.408,7.265,5.797
F,1.43,2.387,10.194
M,6.147,6.359,5.341
M,1.338,2.361,3.4
M,1.371,2.574,3.845
F,2.659,3.498,4.623
M,1.452,2.633,3.09
M,19.314,16.979,11.872
M,1.268,2.364,2.826
M,1.636,4.808,4.919
F,13.233,11.975,8.952
M,1.733,2.622,5.718
M,1.578,3.795,4.937
F,6.092,8.63,7.112
F,19.24,16.942,14.024
M,1.084,2.229,2.93
M,1.765,6.179,5.493
F,1.725,2.836,7.029
F,1.098,15.717,10.878
M,1.4,3.591,3.601
M,1.005,2.255,2.804
M,16.989,14.978,10.643
F,7.499,31.371,20.242
M,1.881,2.823,3.706
F,3.167,4.344,8.245
M,1.087,2.224,2.86
F,1.019,251.854,152.944
M,2.307,3.506,3.517
F,3.316,5.609,5.727
F,2.054,3.784,4.041
M,61.236,50.414,32.658
F,16.314,15.132,10.844
F,1.262,3.195,3.387
M,2.936,5.717,4.883
F,1.064,17.745,12.829
F,1.051,17.818,12.581
F,3.802,10.883,8.956
F,1.566,13.696,9.832
F,7.095,8.406,7.05
M,2.365,3.327,3.585
M,10.873,10.517,8.621
F,1.933,3.317,5.132
F,80.027,67.86,42.132
M,1.653,2.611,5.94
F,1.993,3.025,3.51
F,1.308,2.4,3.04
F,9.493,9.649,8.781
F,1.202,4.924,4.578
F,2.074,9.03,7.465
M,7.313,7.194,5.812
F,1.569,4.096,6.043
F,3.266,6.589,9.797
M,1.068,4.235,4.189
F,14.223,13.522,11.314
F,1.062,2.806,4.408
M,2.064,4.093,4.868
M,5.384,6.625,5.499
F,27.069,23.549,19.06
M,3.851,4.391,5.994
M,2.203,3.201,3.647
F,3.272,4.394,6.614
M,50.96,45.711,29.613
F,1.424,3.927,3.868
F,3.804,4.41,5.532
F,3.686,4.199,4.718
M,3.23,4.197,4.304
M,1.354,2.987,3.316
F,2.63,5.732,6.76
M,2.2,5.193,5.45
F,7.773,10.894,9.864
M,9.918,9.192,7.077
F,2.067,3.157,3.411
M,2.799,3.624,5.186
M,3.532,5.337,10.952
M,1.52,2.418,3.911
F,17.347,15.985,11.899
F,1.798,3.416,4.984
F,3.634,10.634,8.706
F,18.743,16.939,13.461
M,4.53,5.028,4.786
F,2.288,3.283,3.613
M,3.932,4.915,4.853
M,1.953,2.81,3.313
M,1.577,3.057,3.661
M,1.472,2.906,3.698
M,4.301,6.765,6.669
F,1.185,2.859,7.716
F,1.715,5.932,5.159
F,4.821,7.514,6.044
M,15.491,13.667,9.687
M,3.419,4.006,4.486
F,2.321,4.247,4.673
M,1.553,2.774,3.191
M,1.181,3.755,3.669
M,1.006,2.191,2.733
F,8.646,8.529,7.047
F,2.191,9.263,6.983
F,1.328,2.357,6.255
M,1.751,2.607,3.459
F,1.403,8.662,10.307
F,1.919,17.383,12.291
M,2.877,3.547,4.403
M,2.24,3.132,3.695
F,2.417,3.471,4.097
F,1.566,2.731,3.614
F,1.041,3.868,49.94
F,1.03,3.95,4.055
F,1.123,4.449,5.347
F,4.236,7.321,5.834
F,1.381,3.402,4.211
F,2.614,3.414,4.614
M,1.333,4.465,4.141
M,1.403,2.446,2.91
F,3.657,6.035,5.419
M,2.146,3.236,3.88
M,1.776,2.791,4.158
M,8.534,8.386,6.741
F,5.775,6.717,7.852
M,2.836,3.612,4.798
F,1.97,4.698,4.508
M,1.189,2.162,3.269
F,1.243,3.56,3.57
F,2.2,3.449,4.087
M,1.039,2.518,4.423
F,4.493,5.183,4.517
M,5.67,5.909,5.045
F,1.074,3.638,4.592
F,1.296,2.581,3.163
F,1.416,3.592,3.789
M,1.624,2.632,4.16
M,5.331,5.564,4.864
F,1.207,2.358,3.127
M,7.625,9.777,7.496
M,1.207,2.222,3.377
F,1.076,3.175,3.472
M,4.466,4.875,5.188
F,2.107,3.1,4.026
M,2.856,3.8,3.865
M,3.558,4.524,4.845
F,2.106,5.204,4.892
F,22.483,35.397,22.736
F,1.84,3.838,3.763
M,1.299,2.378,2.875
M,1.881,4.672,4.429
F,1.238,4.225,16.837
M,1.065,2.566,3.299
M,1.175,3.526,4.907
F,1.602,4.695,5.555
M,1.962,2.841,3.307
M,8.645,8.696,7.436
M,1.092,2.446,5.586
F,1.19,2.931,14.696
F,2.309,3.356,3.826
M,1.444,2.373,4.972
F,2.62,9.73,7.599
M,2.148,5.935,7.308
F,5.894,7.146,14.516
M,1.57,2.728,3.296
F,10.091,15.115,10.552
F,6.283,9.661,9.804
M,1.409,2.352,2.958
M,1.617,2.666,4.098
F,2.255,11.264,8.52
M,3.983,4.901,5.149
M,1.081,2.708,3.798
F,1.376,2.465,3.663
M,1.268,3.679,4.284
M,1.829,3.111,3.379
F,1.904,3.57,4.172
M,1.958,2.983,3.818
F,30.856,26.082,19.579
F,1.255,2.561,2.95
M,2.788,4.347,4.196
F,2.712,3.977,3.976
F,4.254,5.218,4.638
M,1.868,3.031,3.41
F,4.501,5.672,5.001
F,1.973,29.449,23.735
M,1.458,2.444,3.513
M,1.66,4.756,4.505
F,1.076,2.384,3.261
F,4.786,5.158,5.212
M,2.107,3.013,3.657
M,9.81,9.206,9.282
F,7.405,12.544,9.341
F,14.401,16.563,12.007
M,28.835,25.566,16.943
F,1.76,8.053,6.858
F,2.989,4.406,4.343
F,1.363,3.041,4.612
F,1.01,8.459,7.283
M,37.054,31.172,23.843
F,1.084,4.68,4.486
M,1.444,5.456,5.276
M,37.604,35.208,23.341
M,8.422,8.085,6.316
F,2.404,5.348,5.593
M,1.115,2.103,3.163
F,2.234,5.419,7.581
M,2.906,4.709,4.447
M,1.204,2.433,5.334
F,1.189,24.886,16.472
M,1.495,2.468,3.147
M,1.487,2.4,3.935
M,3.0,4.352,28.395
M,3.56,4.081,3.929
M,2.175,3.398,3.755
F,1.391,4.938,4.638
F,2.49,156.55,97.369
F,10.861,10.205,7.716
M,10.853,9.997,7.563
F,1.233,2.706,3.56
M,20.661,17.767,12.224
F,2.603,8.973,7.037
F,3.914,37.239,23.866
M,2.676,4.28,4.216
F,4.488,5.56,5.74
F,3.691,5.015,5.195
M,1.719,2.788,3.093
M,24.065,20.453,15.064
M,1.554,2.559,3.576
M,6.309,7.566,6.557
F,11.539,18.013,12.527
M,1.125,2.904,3.523
M,26.531,23.55,15.655
M,1.891,2.932,3.445
F,2.38,25.42,17.146
F,8.034,8.525,6.822
M,1.707,3.169,3.329
M,1.507,2.447,2.987
M,1.19,8.913,6.984
M,1.329,2.346,2.859
M,1.009,2.101,3.577
F,1.192,2.306,3.339
M,1.203,3.078,3.706
M,1.176,3.381,3.625
F,27.441,25.623,16.831
F,4.245,4.606,5.06
F,3.439,4.311,14.85
M,2.751,3.42,6.188
F,1.702,10.122,8.801
F,1.022,4.611,4.637
F,1.078,8.221,6.404
F,1.941,3.053,3.9
F,1.882,3.253,7.516
M,1.773,2.891,3.223
M,2.707,4.005,3.861
M,2.926,3.62,3.676
M,1.312,2.255,2.812
F,2.374,4.199,4.364
M,3.521,4.049,4.247
M,3.689,4.513,6.908
M,1.738,3.843,4.487
M,12.259,11.503,8.587
M,1.394,2.734,3.336
M,1.446,2.48,2.978
F,2.245,7.126,6.496
M,2.223,3.305,3.668
M,1.725,2.699,3.174
M,1.351,2.293,5.344
M,3.117,3.856,4.411
F,4.133,5.691,4.953
F,1.424,2.408,2.965
M,1.048,2.883,4.038
M,3.189,3.823,4.311
M,3.447,7.62,7.585
M,2.655,3.887,3.802
M,1.299,5.407,4.687
M,2.102,3.0,3.259
M,3.011,3.772,5.486
F,1.514,5.377,5.048
F,4.828,5.08,4.469
M,6.211,6.435,5.564
M,62.49,51.401,32.381
F,4.756,5.809,5.434
F,1.44,58.315,37.432
F,3.009,5.152,4.999
F,1.142,4.621,7.288
M,4.315,5.291,4.736
M,3.21,3.812,5.143
F,2.641,6.94,7.178
M,1.143,2.803,4.208
M,5.159,5.697,5.736
M,1.089,2.151,3.117
M,1.022,2.164,3.343
M,4.144,4.995,5.038
M,4.441,4.904,4.954
F,3.099,4.519,4.383
F,22.892,20.176,13.751
M,8.786,8.361,7.469
F,2.613,3.439,3.864
M,2.618,3.537,4.229
M,2.234,5.147,4.853
F,1.613,5.719,5.116
M,9.737,9.825,7.732
F,1.729,5.077,5.627
M,2.933,3.7,4.308
F,26.481,29.258,19.095
M,2.273,3.225,3.663
M,1.146,3.261,3.877
M,1.363,3.498,3.526
M,2.054,3.096,3.654
M,13.417,13.468,9.508
M,1.258,2.357,3.123
M,1.567,2.511,3.774
M,37.496,31.347,20.348
M,8.085,7.754,6.123
M,1.545,2.566,2.984
F,8.294,17.478,51.734
F,23.303,20.055,14.671
M,2.103,3.121,3.385
M,1.025,2.025,2.976
M,1.638,2.891,3.5
F,1.083,4.119,7.106
M,1.52,2.547,3.538
F,1.448,21.817,15.244
M,8.825,8.347,6.445
M,1.757,2.838,4.554
M,1.356,2.343,3.373
F,5.679,5.975,5.714
F,1.73,4.618,4.217
F,1.982,79.164,48.964
M,1.289,2.532,5.8
F,1.203,5.062,5.556
F,1.793,4.747,4.522
M,1.17,3.123,5.083
F,2.439,3.856,4.447
M,1.103,2.343,3.539
F,1.136,2.292,3.533
M,43.207,36.065,23.23
F,9.685,12.803,9.292
M,1.399,2.746,3.697
F,1.109,3.166,4.013
M,1.845,2.735,5.191
F,11.168,10.79,8.584
M,1.057,2.116,3.042
M,1.002,2.009,3.825
F,35.97,32.936,21.632
F,2.145,62.873,39.152
F,1.48,3.205,3.713
M,5.919,6.063,5.101
M,6.907,8.257,7.179
F,9.509,11.303,11.509
F,1.384,5.944,5.161
F,1.059,369.946,223.801
F,2.925,4.899,5.927
F,6.92,35.59,26.192
F,2.358,3.914,4.759
M,2.532,3.334,6.519
F,1.31,3.664,4.305
F,10.431,11.674,8.88
M,1.097,2.125,3.807
F,1.217,5.51,7.97
M,3.623,4.515,4.114
F,22.534,22.602,15.893
F,1.555,6.238,9.09
F,1.126,3.997,4.1
M,4.666,5.027,4.424
F,1.543,2.683,3.084
M,1.505,2.996,3.512
M,2.652,3.677,4.435
M,1.804,6.263,5.845
F,1.458,2.692,38.855
F,3.794,5.814,4.932
F,1.713,2.711,3.17
F,5.647,6.532,6.696
F,2.036,3.152,3.708
F,3.624,4.919,5.208
F,1.319,37.744,25.641
M,3.239,4.087,4.697
F,1.101,11.6,8.581
M,10.32,9.475,7.958
F,1.625,7.857,7.072
F,15.321,15.257,11.226
F,3.526,5.368,9.461
M,3.288,5.778,4.87
M,15.094,13.439,9.638
M,1.497,2.718,4.403
F,1.51,2.679,3.675
M,1.308,2.635,4.642
M,8.258,8.051,6.247
M,3.257,5.073,4.584
M,6.31,6.657,5.632
F,2.552,3.838,3.765
F,1.262,7.262,6.197
M,4.037,4.872,4.372
F,1.94,2.823,3.794
F,3.355,4.378,5.78
F,1.09,40.766,26.523
F,1.593,11.865,29.01
M,1.534,2.822,3.258
F,1.332,2.787,3.493
M,1.281,2.415,3.307
M,1.203,2.476,2.905
F,1.003,4.054,4.22
F,4.166,4.595,7.476
M,1.353,2.284,2.771
M,1.221,3.31,3.589
M,2.071,3.194,5.093
F,2.246,3.256,3.535
F,1.043,6.468,6.36
M,35.985,30.16,20.65
F,1.502,2.541,3.807
F,3.537,5.594,5.071
F,3.856,4.435,4.834
M,1.946,4.613,4.921
M,3.683,7.252,6.408
F,1.011,2.204,2.873
M,1.118,2.576,2.952
F,52.824,43.894,28.189
M,8.551,8.069,6.275
M,1.858,3.147,4.287
F,1.678,3.044,4.698
F,2.43,5.843,6.884
M,1.194,2.569,3.385
M,1.202,4.362,4.237
M,1.825,2.816,3.304
M,1.793,3.039,4.312
M,3.536,4.601,4.257
F,1.045,2.295,4.34
F,4.086,4.77,6.18
F,1.864,6.761,5.754
M,2.485,3.273,3.786
F,1.963,4.933,4.853
F,7.535,7.467,9.114
F,4.419,5.667,5.667
F,2.415,4.728,6.977
M,14.774,13.23,9.786
M,1.454,3.419,3.538
M,3.105,3.785,3.946
F,2.297,3.128,3.977
F,1.171,4.097,8.056
M,1.014,2.697,3.678
M,7.805,7.48,7.298
M,1.429,7.033,6.799
M,3.192,4.048,5.502
M,2.673,3.606,5.15
F,2.439,5.116,4.575
F,1.098,2.358,4.795
F,1.127,2.986,4.743
F,1.22,3.503,5.592
M,2.073,3.031,3.898
M,1.5,3.594,4.056
F,1.261,3.073,7.858
M,2.322,3.103,3.327
F,12.942,11.722,8.764
F,1.586,2.474,4.56
M,4.592,5.142,5.375
M,1.294,2.28,3.198
F,4.274,45.404,31.487
F,1.532,4.433,4.449
M,4.673,5.001,5.725
M,8.776,8.575,6.962
F,2.776,4.339,4.493
F,17.054,17.482,12.447
M,1.294,2.335,3.27
M,4.249,4.812,4.4
M,1.968,3.202,3.767
M,1.095,2.933,3.266
M,8.342,9.007,6.956
M,1.519,2.507,3.146
F,1.182,2.379,3.048
F,4.145,6.476,8.629
F,1.283,3.268,3.635
F,1.383,3.309,3.717
M,3.455,4.517,4.162
M,1.109,2.361,2.967
M,1.647,4.406,4.57
F,1.162,3.96,3.991
M,38.093,31.878,20.767
F,2.626,3.968,5.856
F,1.007,2.828,6.819
M,1.164,2.611,4.969
F,3.336,5.11,4.93
M,9.884,9.581,8.445
M,1.42,2.363,3.15
F,115.454,93.729,57.718
M,2.285,4.163,4.967
F,28.377,26.791,18.007
F,1.691,4.325,5.242
M,49.273,41.08,26.097
M,1.086,2.484,3.043
F,2.022,3.811,3.837
M,19.832,17.108,11.812
F,2.749,4.789,4.895
M,1.268,2.318,5.105
F,1.562,4.8,4.705
M,1.369,2.491,3.163
M,33.605,28.141,19.587
M,1.958,2.787,3.254
F,2.349,4.121,3.928
F,1.416,3.596,4.301
M,1.511,2.778,3.763
M,3.22,4.319,4.352
M,1.377,3.004,3.757
M,1.099,2.099,2.812
F,1.393,56.657,36.389
F,1.007,2.01,3.154
M,1.102,2.273,3.048
F,1.042,8.644,8.801
M,1.054,3.012,3.303
F,1.055,4.239,5.622
F,1.645,2.57,11.358
M,1.162,3.032,4.368
F,1.691,5.935,5.039
M,38.262,31.934,20.72
F,7.503,27.859,19.099
F,3.728,4.803,4.372
F,3.898,5.817,5.265
M,3.283,4.129,3.953
M,1.815,2.856,3.612
F,3.301,3.942,3.836
M,1.291,2.288,3.187
M,5.756,6.119,5.77
F,1.788,3.725,10.66
F,13.848,12.868,9.151
F,2.427,3.21,18.401
M,3.598,4.226,4.053
M,1.069,2.181,2.843
M,2.115,3.54,4.199
F,1.085,5.254,9.658
F,3.536,5.783,4.871
F,1.405,2.533,7.358
F,7.099,9.618,7.201
F,1.866,15.199,13.919
M,13.353,11.941,8.824
F,3.303,3.916,4.083
F,1.864,3.979,5.235
F,9.249,9.663,8.258
F,1.812,3.811,4.223
M,1.619,2.577,3.859
F,1.405,13.843,12.04
F,2.71,8.576,6.875
M,2.587,6.675,5.513
F,74.55,61.267,39.028
M,1.574,2.685,3.387
M,1.122,2.616,3.831
M,2.329,5.048,5.219
F,17.378,16.98,15.18
F,6.465,7.27,7.452
F,30.799,29.786,23.542
F,3.015,3.857,5.469
F,1.122,283.286,171.847
F,1.044,4.394,4.333
F,1.858,4.035,4.017
F,1.194,2.782,4.798
F,1.151,2.399,3.883
M,12.502,12.01,8.806
M,2.481,3.304,3.706
F,558.446,448.298,270.813
M,4.229,6.292,5.311
M,2.112,3.37,3.512
F,2.606,9.669,7.486
F,4.259,5.171,4.99
M,1.8,3.316,3.67
M,6.897,6.828,6.15
M,1.082,3.184,3.692
F,23.169,20.845,14.084
M,1.767,2.773,3.096
M,9.595,8.881,6.905
M,1.265,3.541,3.567
M,1.261,2.247,5.648
M,1.314,2.453,7.878
F,1.728,5.116,6.142
F,1.5,3.034,4.538
M,1.076,2.319,3.163
F,6.697,7.77,6.317
F,1.538,3.422,3.5
F,1.203,24.762,16.632
M,3.496,4.136,4.254
M,1.588,2.474,3.705
M,1.055,2.38,3.153
F,1.189,2.927,4.615
F,2.087,12.445,9.063
M,1.24,2.463,3.686
F,1.516,3.445,5.832
M,2.696,3.841,3.868
M,1.603,4.63,4.456
M,1.492,2.511,3.274
M,1.091,4.039,4.613
F,6.946,6.784,7.242
M,2.602,4.194,4.428
M,2.173,3.165,3.475
M,4.837,5.25,5.001
F,1.559,3.969,4.984
F,102.359,85.274,53.696
F,154.092,127.013,86.08
M,2.727,3.538,3.916
M,1.263,2.273,2.878
F,192.08,155.809,96.237
F,1.484,8.359,7.493
F,497.324,401.081,242.147
M,1.073,2.282,2.79
F,1.376,2.905,16.558
F,1.318,11.178,8.988
F,1.585,2.477,3.6
M,1.495,2.873,3.184
M,279.222,225.073,139.422
M,6.236,6.564,5.399
M,5.925,6.02,6.106
M,3.84,4.404,4.504
M,55.795,45.837,29.099
M,2.322,3.512,3.556
M,1.274,2.233,3.364
F,9.164,17.672,12.38
M,1.243,2.206,3.922
F,1.316,2.444,4.034
F,1.437,32.491,20.928
M,1.404,2.439,2.903
M,1.078,3.563,4.017
M,1.29,2.67,4.316
F,1.669,13.371,11.459
F,1.068,13.559,9.564
F,1.488,3.015,4.998
F,3.69,4.364,6.775
M,1.173,2.448,3.201
F,2.417,5.533,5.567
F,49.387,41.772,27.917
F,3.934,10.602,8.17
M,5.263,5.585,5.087
F,1.921,3.125,3.367
M,1.407,5.254,5.183
F,27.469,23.301,16.834
F,1.836,3.428,3.727
M,1.159,2.212,3.096
M,1.416,2.764,3.409
F,1.068,7.473,6.399
M,2.393,4.1,3.916
M,2.34,3.149,8.23
F,2.014,2.824,5.253
M,10.014,10.01,7.513
F,1.399,2.627,3.329
M,1.044,2.565,3.387
F,4.012,9.103,6.941
M,8.24,8.087,7.925
F,2.058,8.008,11.672
F,6.859,8.193,6.337
F,1.018,10.263,7.851
F,1.971,5.196,5.544
F,2.607,5.675,8.022
F,37.523,34.797,22.352
F,1.613,2.555,4.207
M,1.982,4.827,4.977
F,1.688,2.553,3.188
F,28.501,33.96,22.337
M,3.625,4.483,6.503
F,1.152,2.643,3.859
M,1.976,3.748,17.529
M,1.72,2.736,3.437
M,2.32,3.642,3.612
F,2.405,3.429,3.647
F,490.041,402.818,243.752
M,9.099,9.023,7.939
M,1.319,2.375,3.664
F,1.306,3.456,5.468
M,1.375,3.598,3.933
F,2.164,3.271,3.535
M,1.547,2.487,3.353
M,2.439,3.891,4.06
F,1.107,4.594,4.273
M,1.762,13.141,10.449
F,241.065,196.306,121.261
F,2.039,3.337,3.854
M,1.197,2.819,3.111
F,1.02,5.552,6.729
M,1.67,2.984,3.196
F,1.201,2.694,3.057
M,3.952,4.869,5.3
F,2.025,3.689,3.884
M,1.161,2.286,3.019
M,2.0,2.891,3.335
F,1.006,4.598,4.636
F,3.299,7.199,5.815
M,3.2,4.677,4.232
F,1.816,3.053,3.313
F,3.228,5.103,4.594
M,1.512,2.525,3.201
M,2.187,3.505,4.781
M,1.403,3.393,3.528
M,1.619,2.837,3.751
M,1.863,2.991,3.915
M,11.808,10.73,7.968
F,2.518,4.767,7.304
M,39.066,33.872,21.882
F,1.203,15.065,13.304
M,2.024,4.094,6.915
F,2.321,7.433,8.157
F,9.103,10.299,8.079
M,1.791,2.839,3.3
F,1.276,2.539,3.455
M,21.763,19.184,13.323
F,1.037,9.613,7.221
F,1.723,2.583,3.035
M,6.585,7.099,5.8
F,1.491,2.491,6.216
F,1.182,5.407,5.008
M,1.047,2.049,3.467
M,1.162,2.333,4.568
M,82.124,67.173,42.945
M,1.526,2.467,3.683
M,1.223,2.999,3.9
F,1.429,2.444,3.276
M,1.465,2.484,3.25
F,1.174,6.349,8.461
M,11.4,11.137,8.962
M,1.254,2.617,4.66
F,4.525,5.017,5.631
M,2.201,3.487,3.541
F,17.873,21.263,14.824
F,17.199,15.152,11.306
F,2.861,5.315,4.81
M,1.216,2.372,3.256
F,1.484,10.972,8.803
M,8.062,7.855,7.199
F,3.081,29.327,19.201
M,2.908,4.55,4.15
M,1.084,2.1,2.717
M,2.498,4.411,4.71
F,1.178,7.629,12.662
M,6.544,6.474,6.049
M,4.484,5.115,4.472
F,2.591,5.495,4.829
F,1.163,2.595,3.058
M,1.078,2.556,3.226
M,21.505,18.521,12.964
M,1.602,2.548,3.154
M,2.932,4.244,4.272
M,1.877,3.028,4.225
M,3.333,3.943,3.915
F,1.693,8.045,6.403
M,1.085,2.21,3.11
F,1.683,4.848,4.665
F,1.707,1200.05,721.978
F,140.32,140.442,85.724
M,1.488,2.703,4.732
M,1.196,2.829,3.215
F,1.759,8.955,7.412
F,1.32,4.976,5.821
M,5.876,5.926,5.217
M,1.104,2.208,2.747
M,1.289,2.694,3.436
F,1.382,9.16,7.692
F,1.138,2.658,3.325
F,2.922,4.852,4.658
F,2.173,3.543,5.228
F,1.891,2.85,4.757
M,9.393,8.759,6.703
M,1.29,2.986,3.325
M,1.376,2.567,3.329
M,1.942,3.055,4.376
M,2.211,3.314,3.546
M,1.109,4.868,4.571
F,6.702,6.594,5.43
M,1.712,3.237,3.793
F,15.445,13.617,12.276
M,2.367,3.283,3.591
F,10.045,22.623,20.08
M,1.768,2.717,4.245
M,9.914,9.712,8.118
M,2.568,5.028,5.713
M,8.807,8.355,11.348
F,1.457,6.766,6.904
M,6.657,7.022,5.768
M,1.86,2.745,3.553
F,1.725,4.465,4.458
M,1.115,2.662,3.096
M,2.167,2.963,3.744
F,2.385,3.358,3.818
F,4.148,8.061,6.571
M,2.229,3.145,4.632
M,1.688,3.013,3.334
M,1.076,3.287,3.793
M,2.385,3.47,4.378
M,1.434,2.642,3.628
M,1.284,2.65,4.311
M,3.242,4.527,4.263
F,1.586,2.881,3.28
F,1.02,11.435,10.721
F,15.753,14.057,10.288
F,2.825,4.148,5.597
F,195.93,158.447,97.81
F,1.89,4.309,4.35
M,7.432,8.773,9.004
M,1.933,2.795,5.483
M,2.008,3.097,5.046
M,3.044,3.688,3.686
M,1.119,2.378,2.854
M,1.252,2.27,2.78
M,1.057,2.273,2.881
F,1.008,4.022,4.441
F,1.443,2.747,3.081
M,1.704,3.125,3.363
F,1.411,2.416,2.944
M,1.778,2.706,3.591
F,1.036,64.934,41.519
F,21.629,27.155,18.793
M,12.199,12.145,8.929
F,1.625,2.708,3.657
M,1.298,2.366,3.023
F,1.695,2.885,4.274
F,1.02,2.355,2.98
F,2.41,7.476,11.616
M,3.206,3.933,3.812
M,1.95,3.036,6.357
M,6.269,8.801,6.883
F,1.179,7.412,6.066
F,2.2,3.963,7.421
F,2.316,3.053,3.677
M,5.076,6.228,9.205
F,2.377,3.205,5.065
F,2.256,3.332,12.779
M,1.534,2.807,3.838
F,4.252,13.213,14.031
F,5.788,10.315,8.671
M,4.576,5.753,5.213
M,1.912,3.296,5.333
F,1.084,2.786,5.072
F,1.044,9.439,8.03
M,2.287,3.218,5.493
M,2.084,3.004,3.443
M,2.158,4.728,4.641
F,1.101,7.151,5.997
M,1.12,3.693,4.114
M,1.97,2.933,3.82
M,2.334,4.081,4.367
F,1.222,18.672,13.532
F,1.12,3.152,3.744
M,2.458,10.271,7.817
F,1.766,8.614,7.948
M,3.927,5.746,5.461
F,1.628,4.146,5.205
F,25.783,24.193,16.318
M,2.919,3.542,4.274
F,2.251,3.008,3.222
F,4.826,45.126,29.181
M,2.512,4.258,4.904
M,1.801,3.878,3.746
M,1.255,2.456,2.977
F,1.513,3.73,3.737
F,10.446,9.725,8.082
M,1.855,3.069,4.019
F,7.761,19.823,13.919
M,1.122,2.188,2.743
M,1.935,2.951,4.512
F,2.484,3.567,4.873
M,3.769,5.486,5.286
F,1.515,3.664,4.06
F,1.201,2.297,4.101
M,4.956,5.935,5.16
F,1.542,3.401,4.67
M,1.117,3.319,6.495
F,2.042,8.072,8.233
F,1.184,4.575,5.545
F,1.806,4.832,5.224
F,6.261,6.231,6.4
F,1.37,7.73,6.342
M,2.246,3.123,3.628
M,1.855,2.767,4.093
M,1.34,2.307,3.473
M,1.271,2.425,2.977
F,1.492,3.067,3.752
F,3.018,4.292,4.65
M,1.36,2.353,3.024
M,1.519,2.548,6.434
F,2.581,3.434,5.615
