G,U,X,Y
M,-1.403,2.353,4.191
M,0.819,4.068,6.169
F,0.376,0.445,2.388
F,-2.295,0.67,4.981
M,0.593,4.448,8.668
M,0.017,3.131,4.858
M,0.227,3.66,6.805
F,-0.491,2.905,6.401
M,0.214,5.409,8.669
M,0.589,4.006,6.793
F,0.184,1.615,2.608
M,0.919,6.334,9.677
M,1.75,4.293,6.709
M,-0.022,3.202,6.062
M,-0.038,4.429,6.227
F,0.379,4.857,4.621
F,-2.295,-0.979,4.257
M,1.736,5.44,5.984
F,0.556,2.463,3.978
M,1.163,2.178,4.227
F,-0.304,3.818,7.349
M,0.713,3.195,3.91
F,0.298,2.165,2.792
F,1.032,2.912,6.33
M,0.438,3.471,7.092
M,1.045,3.256,6.254
F,0.146,2.164,4.245
M,-0.755,2.053,3.798
M,0.158,5.066,5.588
M,-1.166,2.942,7.991
M,-1.287,2.011,6.918
M,0.779,5.921,9.428
F,1.198,0.271,1.544
M,0.518,5.031,4.605
F,0.417,-1.089,1.92
M,-0.107,4.001,7.903
F,0.885,3.02,5.561
M,-2.127,1.264,8.661
M,-2.175,2.323,7.804
F,0.981,0.881,4.388
F,-1.856,-1.358,-0.329
F,-0.059,1.232,3.255
F,-0.395,-0.613,2.961
F,0.134,1.835,3.607
M,-1.992,0.653,2.722
M,2.087,6.151,6.617
M,0.265,6.53,9.989
M,-0.362,3.639,7.613
F,-0.448,1.825,1.456
F,-0.009,1.687,1.082
M,2.773,6.979,8.67
M,-0.988,1.054,2.785
F,-1.126,-0.949,2.577
F,0.864,2.286,2.762
M,0.02,5.356,8.199
F,-0.513,0.658,4.82
M,0.473,4.994,8.377
M,-0.049,2.761,6.105
M,-2.405,2.327,4.181
F,-0.156,2.354,6.353
F,1.114,2.469,4.859
M,1.14,3.706,5.755
M,-1.463,1.458,2.673
M,0.766,6.189,8.444
M,1.139,5.147,8.224
M,-1.705,1.858,4.474
M,-0.871,3.226,7.013
F,1.375,0.817,4.119
M,-2.185,1.723,5.498
M,-0.785,1.133,8.914
M,0.542,5.617,9.671
M,-1.349,3.303,5.581
F,-1.312,2.037,5.181
F,0.171,0.659,3.283
M,0.626,5.094,6.809
F,0.153,1.4,2.749
M,1.473,4.059,8.202
F,-0.065,-1.22,3.11
F,-2.629,0.637,2.489
M,1.103,3.638,4.754
F,-0.208,1.373,2.321
F,0.277,-0.075,3.942
F,-0.805,0.597,0.065
M,1.76,5.684,8.73
F,-0.478,2.947,4.966
F,0.386,2.711,1.513
M,1.177,5.171,7.422
F,0.535,2.224,5.204
F,0.701,-0.568,1.933
F,-0.265,0.287,5.085
M,-0.177,3.32,4.711
F,-0.881,-1.711,1.298
F,0.186,0.591,3.498
F,0.593,2.022,4.737
F,1.321,-1.063,2.092
F,0.362,1.639,6.151
F,0.442,2.202,5.357
F,0.982,5.102,4.55
F,-1.162,1.415,3.463
M,-1.558,1.717,3.565
M,2.349,3.111,1.781
M,-1.411,2.674,4.811
F,0.542,-1.041,3.09
F,-0.331,0.998,2.812
F,-1.292,-0.872,0.656
M,-0.172,6.095,8.041
M,0.18,4.876,9.195
F,-0.043,1.595,3.846
M,0.267,2.947,5.596
F,0.195,2.354,4.398
M,0.846,4.141,7.677
M,-0.837,1.228,5.015
M,0.12,5.853,7.808
F,1.962,1.943,2.676
F,1.504,2.108,5.651
M,0.633,4.48,9.779
F,0.414,1.844,5.564
M,-1.547,2.875,4.976
F,-0.806,1.234,2.91
F,1.386,2.444,6.953
F,-0.74,1.237,8.205
F,0.366,0.865,1.631
M,1.803,6.113,6.508
F,-1.052,-0.223,4.062
M,0.201,4.206,4.501
M,-0.595,1.17,5.111
F,-0.496,0.965,2.53
M,0.537,4.509,9.698
M,0.404,5.54,8.115
M,-0.598,3.972,5.815
F,-1.709,0.346,4.858
M,-1.053,3.192,6.48
M,1.203,2.75,5.404
F,-0.146,3.257,6.12
M,0.578,2.626,6.573
M,0.097,3.518,4.09
M,-0.539,2.239,8.526
M,0.836,4.09,8.009
F,0.403,1.179,1.19
M,-0.3,2.488,8.283
M,0.029,4.162,4.583
F,1.919,3.22,5.955
M,0.932,3.55,6.011
F,1.499,2.695,2.194
M,-1.758,1.964,4.382
F,1.261,1.565,4.108
M,1.013,4.495,6.166
M,-0.211,1.06,6.631
F,0.613,3.196,3.653
F,0.786,0.277,3.492
F,0.593,1.899,5.413
F,-0.415,1.485,3.867
M,-0.723,3.267,5.261
F,-0.767,-0.507,1.934
M,-0.493,2.764,3.568
M,-1.724,0.637,6.774
M,0.963,3.694,6.231
F,1.396,2.799,3.787
M,-0.462,3.596,7.45
M,-0.755,1.351,4.753
F,0.228,2.256,4.431
F,0.83,1.552,2.651
F,0.94,3.109,6.49
F,0.921,2.784,6.008
M,-1.956,2.132,3.762
F,0.535,2.07,4.08
F,-0.37,-0.741,2.494
F,-1.042,2.491,4.745
M,0.776,4.153,8.038
M,-0.562,1.787,5.992
F,-1.311,-0.468,3.629
M,-1.234,3.193,6.724
F,0.735,2.001,5.317
M,0.196,1.194,5.848
F,-0.772,0.278,3.098
M,1.114,5.93,7.012
M,1.352,3.536,6.204
F,0.081,3.045,2.992
M,1.559,4.37,6.062
M,0.547,4.363,5.254
M,-0.506,1.605,7.168
F,0.807,1.95,5.103
F,-0.799,-1.704,2.329
F,0.15,1.901,3.46
M,-1.612,3.205,7.697
M,0.05,3.754,4.714
F,0.779,2.156,3.799
F,-0.351,2.438,5.464
M,0.088,5.537,9.046
M,1.166,6.595,9.66
M,0.674,3.83,5.01
M,-0.351,2.616,6.074
M,1.301,5.078,7.922
F,-1.034,0.94,3.629
F,-0.378,-0.386,2.306
F,-0.912,0.866,3.408
M,-0.34,2.642,5.243
M,1.001,2.078,3.925
F,-0.242,0.506,2.544
F,0.832,1.418,7.215
M,1.239,4.052,5.0
F,1.45,2.505,3.657
M,-0.085,2.739,7.222
M,-1.902,2.456,7.869
F,2.346,3.787,4.833
F,1.576,3.168,6.283
M,-0.471,2.705,5.865
F,-0.299,1.591,3.082
F,1.467,-1.246,3.962
F,-1.466,-0.847,1.245
F,0.176,1.981,5.969
M,0.511,3.326,5.872
M,-1.396,2.486,5.405
F,0.364,3.165,5.884
M,0.479,5.139,6.293
F,-0.739,2.059,5.752
F,-0.157,1.737,3.515
F,-0.089,0.967,2.748
M,-0.82,3.446,6.701
M,-0.004,3.582,7.448
F,-0.305,-1.913,-0.026
M,-0.647,4.604,7.551
F,-0.593,1.712,4.223
F,0.857,0.803,2.733
F,-0.493,1.879,2.673
M,-1.3,3.22,5.531
M,0.193,1.549,4.942
F,0.067,0.865,3.685
F,1.058,3.207,4.093
F,-1.405,-0.113,2.75
F,0.555,0.678,4.176
M,-1.927,0.333,3.436
F,-0.356,1.587,3.596
F,1.165,0.185,2.627
M,-0.697,4.03,4.175
M,1.027,5.18,7.741
F,0.158,2.326,3.009
F,-0.312,-0.005,3.248
M,-0.941,1.346,3.451
M,-0.054,3.987,5.254
M,0.424,3.622,6.619
F,-0.135,2.98,4.772
M,0.408,4.406,7.162
M,0.065,2.894,6.148
M,1.239,4.846,7.086
F,0.096,1.791,4.087
F,1.503,2.525,4.351
M,0.278,4.224,4.904
M,0.717,5.768,6.552
F,0.87,2.531,5.434
F,-1.873,2.396,2.584
F,0.392,0.097,1.661
M,1.825,4.874,3.892
F,0.204,1.139,6.257
F,-0.345,0.185,3.12
F,0.848,1.628,3.064
M,-0.449,5.495,4.819
M,0.898,3.662,5.604
M,-0.315,4.859,6.536
M,0.11,3.736,3.924
F,-0.222,-0.433,6.698
F,-2.015,0.183,-0.145
M,1.223,3.774,5.328
F,0.646,1.762,4.385
M,-0.185,5.962,7.492
M,0.545,2.594,5.358
F,-0.129,0.446,5.283
F,-1.738,-0.105,4.413
M,1.448,6.175,7.681
F,-0.005,1.241,-0.101
M,-1.797,2.771,6.392
M,-0.403,1.935,5.815
M,-0.313,3.584,5.202
F,0.987,-0.704,6.747
M,0.734,6.361,8.289
F,0.131,0.839,3.222
M,-2.821,1.875,2.997
F,1.866,1.093,3.636
M,-1.232,2.708,5.223
F,0.269,1.29,6.582
M,0.957,5.571,7.049
F,-0.424,-0.378,2.056
F,1.393,1.724,2.333
F,-0.528,0.165,5.005
F,-0.797,1.489,3.243
M,-0.167,2.821,3.854
F,-1.23,0.689,2.789
F,-0.183,-0.214,1.187
M,-0.914,2.732,5.505
M,0.581,4.349,5.407
M,-0.022,3.005,6.309
F,-0.415,1.842,4.911
M,0.925,5.186,6.793
F,1.165,3.744,6.896
F,0.143,1.911,5.573
F,2.051,2.299,4.175
M,0.836,4.461,8.384
F,0.683,0.456,3.532
F,-0.677,-1.219,3.289
M,-0.139,3.902,7.545
M,1.307,4.994,6.724
M,0.613,4.925,8.193
F,0.96,1.945,5.589
F,-0.999,0.254,4.313
M,1.394,5.505,9.032
F,1.448,1.969,3.675
M,2.309,6.37,7.224
M,0.896,4.115,7.13
M,-0.483,2.04,4.608
M,-2.529,3.913,8.269
F,0.669,1.588,2.247
F,-0.925,2.156,2.868
F,0.517,1.214,3.227
F,1.562,4.35,3.887
F,-1.075,-1.191,3.712
F,0.068,1.678,4.879
M,1.294,3.32,6.58
M,-0.285,1.74,6.175
M,0.81,5.852,8.921
F,1.07,3.1,5.379
M,0.096,3.225,4.495
M,-0.789,-0.195,6.009
F,0.397,0.206,1.362
F,0.361,1.427,5.138
M,0.024,2.525,6.999
F,-0.299,1.631,3.107
M,2.166,4.345,7.999
M,1.103,4.319,6.31
F,-0.987,-0.285,2.647
F,-0.039,1.417,2.735
M,0.245,3.885,9.93
F,-0.556,-0.341,3.444
M,0.228,3.089,5.544
M,-1.001,1.219,4.778
M,1.014,5.071,6.862
F,-1.553,0.746,1.56
F,0.851,2.51,4.843
F,1.256,1.528,4.774
F,-0.215,1.174,2.887
M,0.877,1.591,5.607
M,1.12,3.163,6.246
F,0.361,1.209,3.737
F,-0.267,1.493,4.007
F,0.043,2.952,3.201
M,-0.165,4.546,5.226
F,-0.953,0.705,1.987
M,0.028,5.299,7.55
M,0.123,4.982,7.817
F,0.887,0.937,2.989
M,-0.175,4.327,8.889
M,0.251,4.083,8.344
M,-0.235,3.237,8.49
F,2.155,4.3,7.738
F,0.735,5.401,7.123
F,-0.426,1.085,4.119
F,-1.43,-0.269,4.69
M,0.945,1.366,5.153
F,2.509,1.633,4.913
F,0.472,2.308,4.23
M,-0.186,1.258,6.497
M,-0.517,3.575,3.716
F,0.818,0.535,3.587
M,0.514,5.994,8.159
F,0.033,3.284,5.757
M,-1.55,1.463,4.147
F,-1.962,-0.237,4.281
M,-2.006,2.068,3.107
M,0.904,3.818,7.81
M,-0.108,4.188,5.982
M,0.641,5.489,8.057
M,-0.52,4.747,6.67
M,-0.135,2.2,5.977
M,1.045,4.43,7.184
F,-0.047,2.597,4.95
F,0.662,0.893,3.049
M,-2.906,2.016,7.257
M,-2.269,1.88,6.734
F,-0.927,0.937,2.215
F,-0.765,0.356,1.335
F,0.625,1.364,3.517
F,1.073,1.295,4.128
F,-0.323,2.83,3.81
M,0.623,3.36,5.036
F,-0.85,-0.279,2.086
F,-0.796,1.323,4.154
M,0.216,5.678,9.291
F,0.368,0.506,4.442
M,-1.145,1.594,5.303
M,-0.965,1.742,4.423
M,0.259,3.682,8.068
F,1.992,4.557,4.895
M,-1.053,0.967,5.738
F,1.016,1.757,2.112
F,-2.607,-0.727,2.545
F,0.17,1.726,4.968
M,-0.63,2.424,3.27
M,0.222,1.826,7.746
M,-1.039,3.54,5.412
M,0.164,4.966,9.41
F,-0.822,1.092,4.993
F,1.213,2.384,6.257
F,-0.227,1.017,4.387
M,-0.093,3.041,5.815
F,-1.915,-1.367,2.229
M,0.589,3.59,5.644
F,0.822,3.44,8.056
M,-0.925,5.827,9.918
M,0.592,5.887,7.638
M,1.234,5.975,9.749
M,0.207,3.951,6.44
F,0.056,-0.44,4.651
M,-0.412,4.637,6.521
F,-0.548,1.243,4.097
F,0.037,1.352,5.151
M,-0.45,4.662,8.472
F,-0.356,1.629,6.789
M,-0.019,3.157,7.865
M,-0.243,4.48,6.698
M,1.034,4.053,5.975
M,-0.985,2.136,3.263
M,-0.598,4.108,6.933
M,-0.884,1.849,7.289
F,1.617,4.996,5.601
M,-1.949,2.587,5.22
M,0.739,4.433,7.562
F,-2.66,1.04,3.496
F,0.446,2.942,3.607
F,-0.809,-0.235,1.753
M,0.846,4.085,4.539
F,-0.66,1.111,3.239
F,1.691,0.696,4.698
M,-0.208,1.459,4.094
M,0.177,3.035,5.923
F,-0.191,1.611,5.71
F,1.878,3.75,3.441
F,-1.003,-0.859,1.368
F,-0.357,-1.013,3.216
M,-0.582,3.753,7.408
F,-0.382,0.918,4.074
M,-0.765,1.577,5.129
F,0.398,1.904,3.897
F,2.137,1.593,2.934
F,0.023,-0.154,0.566
F,1.014,3.119,3.016
M,-0.509,2.151,5.856
F,2.421,4.61,7.969
F,0.238,2.657,6.591
F,0.415,1.029,5.33
M,-0.582,3.992,5.438
M,-0.328,1.471,4.752
F,2.001,2.108,6.68
M,-0.226,4.6,5.783
F,-0.776,2.898,5.31
F,-0.792,1.128,1.741
M,-1.67,1.613,5.55
F,0.209,1.075,1.954
M,1.513,1.98,5.083
M,-0.214,4.25,6.867
F,0.415,0.861,4.346
F,1.483,4.076,3.277
M,1.09,5.188,8.332
F,0.329,0.645,3.684
M,2.083,4.337,5.698
F,0.198,0.667,3.816
F,0.274,5.473,5.493
F,-0.65,1.784,4.825
M,1.297,3.98,5.646
F,0.134,2.959,6.277
M,-0.377,2.886,4.861
F,-0.201,1.517,3.275
F,0.029,1.598,3.433
F,-0.536,0.319,5.838
F,-0.219,-0.134,2.343
F,0.293,0.665,0.872
M,0.122,3.99,4.936
F,-0.989,0.312,2.733
M,0.066,1.899,5.531
M,-1.232,1.91,4.415
F,1.84,3.395,3.661
F,0.677,0.349,2.079
M,-0.764,3.562,7.185
F,-0.26,-0.429,0.317
F,-0.975,-0.738,2.001
F,-0.937,-1.099,2.329
M,0.505,3.062,7.486
F,-0.549,0.817,1.905
F,-0.756,1.258,3.602
F,1.161,1.571,5.802
F,-0.895,1.245,4.142
F,0.796,2.147,0.531
F,-1.071,-1.681,-0.714
M,0.42,3.947,8.495
M,0.436,4.705,6.067
F,-0.533,1.21,4.134
M,-0.757,2.328,4.841
F,-0.677,2.983,4.648
M,-1.608,2.889,4.551
F,1.307,0.665,2.266
M,-0.593,3.58,6.701
F,0.139,1.972,5.595
M,0.719,4.588,6.909
M,3.767,6.337,8.608
M,-0.029,2.918,7.85
F,1.928,4.427,5.936
F,-0.733,0.456,3.125
F,-0.608,2.156,6.3
F,0.821,3.552,6.98
F,-0.789,1.396,1.706
F,1.187,5.514,9.014
M,0.564,2.947,5.11
F,-0.439,1.24,2.157
M,-0.543,3.771,4.764
M,1.448,4.85,6.043
M,0.901,5.157,7.037
F,-1.448,-0.253,2.047
F,-0.274,0.948,1.617
M,0.388,4.035,8.053
M,-0.794,3.183,5.309
M,0.907,3.625,7.815
F,-0.269,0.24,-0.358
F,0.664,0.689,5.367
F,-0.819,-0.664,1.662
M,0.877,7.372,9.276
M,-0.24,4.786,7.596
M,-0.412,5.015,9.847
F,-0.159,2.294,3.783
M,0.797,2.881,4.849
M,-1.67,0.858,3.009
F,0.231,3.074,6.546
F,1.257,2.405,5.785
M,0.724,5.146,9.681
F,0.27,1.441,2.123
F,-0.164,2.373,3.838
M,-1.188,2.109,6.91
F,0.182,2.706,5.841
F,-0.745,1.078,2.334
F,-1.337,-0.974,2.78
F,2.019,2.62,4.469
M,-0.258,1.826,3.488
M,-1.831,3.057,6.672
F,0.555,1.39,4.155
F,0.55,1.125,4.703
F,-1.529,-0.613,0.99
M,0.209,1.817,3.345
F,-2.418,-3.12,2.486
F,0.161,1.272,3.514
F,-0.57,1.201,4.556
F,-0.385,3.528,4.373
M,0.366,3.309,6.879
F,-0.666,0.411,2.553
F,-0.591,1.032,3.265
F,-0.159,1.834,0.739
F,0.598,0.93,4.557
F,0.646,3.323,3.867
M,-0.51,-0.253,-0.301
F,0.933,0.946,4.756
M,0.15,5.661,9.79
F,2.229,1.136,3.007
F,-0.026,2.457,5.317
M,-0.379,5.185,7.585
F,-1.087,0.023,0.996
F,1.343,4.531,10.01
F,0.185,0.529,2.977
M,0.141,4.316,9.647
F,0.461,3.997,7.613
F,-0.433,1.73,5.412
M,-0.1,2.67,4.779
M,0.424,2.365,4.673
F,-0.004,1.81,6.644
M,-0.744,4.976,6.331
F,1.398,4.051,5.154
M,0.642,3.576,3.425
M,0.23,5.298,6.249
F,-0.317,-0.259,0.944
M,-1.885,2.157,5.783
M,0.402,1.997,5.068
F,-1.046,0.124,2.855
M,-1.477,3.37,4.431
M,0.981,5.206,6.843
M,-1.173,1.527,4.7
F,-0.593,1.1,2.473
M,1.453,4.376,7.395
M,1.895,3.204,9.505
M,0.875,3.151,3.412
F,-0.816,0.982,0.493
M,-0.877,1.903,9.6
M,1.596,5.67,9.611
F,-0.051,1.025,4.464
M,2.16,5.114,6.973
F,-0.545,2.478,2.553
M,0.083,2.731,4.503
F,-0.793,4.147,1.637
M,-0.419,4.659,8.429
M,0.885,5.335,8.818
M,-0.045,3.28,6.452
M,0.719,4.626,5.618
M,-1.167,4.644,8.614
F,-0.812,0.685,2.138
M,1.074,3.334,5.31
M,-0.005,1.96,6.544
F,0.204,-0.51,3.352
M,-0.213,1.428,4.056
F,-1.408,-0.216,3.77
M,0.475,4.215,6.569
F,-1.613,-2.76,1.028
M,0.981,4.944,6.121
F,0.312,0.656,2.324
F,3.081,5.007,7.395
F,1.361,2.876,7.057
F,-0.449,1.817,4.867
M,-0.522,3.367,7.694
M,2.017,7.212,9.928
M,-0.333,2.529,4.991
F,1.241,4.399,7.465
M,0.697,1.369,4.023
F,0.054,1.177,4.301
F,0.07,0.094,1.459
F,-0.117,1.158,6.952
M,0.804,3.401,5.996
F,0.11,1.058,4.545
M,0.034,4.56,6.498
M,0.641,5.159,8.887
F,1.692,3.286,5.921
F,0.053,-0.301,1.267
M,-0.297,2.818,4.637
F,-2.141,-1.872,0.902
M,-0.846,4.144,5.52
F,0.705,2.542,3.569
M,-0.048,5.286,7.641
F,0.168,1.517,2.09
M,-0.397,1.332,6.608
F,-0.257,1.82,5.53
M,1.831,4.504,6.864
F,0.775,1.677,5.815
M,1.786,5.024,8.139
F,0.476,4.184,4.808
M,0.35,4.197,6.028
F,1.349,2.603,6.859
M,-1.144,4.572,7.785
M,0.401,3.499,6.342
F,-0.996,-1.843,0.239
M,-1.188,2.587,5.864
F,-0.958,0.909,2.353
F,0.668,-0.167,0.913
M,0.844,5.763,7.105
M,-1.67,1.264,4.217
F,-1.638,0.111,3.217
F,1.468,3.3,5.485
M,-0.177,3.017,4.107
F,0.035,1.661,3.835
F,0.12,3.7,3.834
F,2.172,3.123,5.027
M,1.522,3.143,6.364
F,0.237,1.429,4.257
F,-0.279,-0.985,4.38
F,-0.691,-0.488,1.515
M,-0.149,4.961,6.467
F,-0.702,1.095,4.908
M,-0.637,4.375,7.089
M,0.476,6.047,9.254
M,-0.689,2.327,6.253
F,1.121,2.064,5.428
M,-1.2,5.458,8.232
M,0.248,2.66,4.189
F,-0.193,2.297,4.928
F,1.761,3.27,4.634
F,-0.566,1.456,2.07
M,-1.981,1.632,4.691
F,1.906,0.523,3.104
F,-1.41,-1.752,0.233
F,-0.557,0.45,3.198
M,-1.033,1.955,6.518
F,-1.384,-1.707,1.675
M,0.276,3.14,4.47
F,-1.951,-0.458,3.924
M,-0.086,2.586,8.961
M,-0.484,1.962,5.592
M,1.608,4.523,6.923
M,0.791,4.741,5.814
F,0.212,-0.539,3.924
F,-0.406,1.008,5.013
M,-0.235,4.612,8.299
F,-0.226,0.196,2.294
F,-0.384,2.063,5.025
F,0.34,2.678,6.01
F,-0.291,1.678,5.869
F,0.248,0.882,3.941
M,-1.556,3.234,7.863
M,0.322,5.372,6.411
M,0.778,4.242,6.222
M,-0.23,4.964,6.997
F,0.714,-0.267,4.773
F,0.041,0.288,5.395
M,0.899,2.989,8.016
F,-0.059,4.137,5.708
F,-1.216,-0.981,2.474
F,0.728,0.362,0.964
F,1.363,-0.935,2.28
M,0.223,3.202,3.439
F,0.044,2.742,5.301
F,-0.072,0.46,4.671
F,-0.44,0.954,1.527
F,-0.242,0.481,2.713
M,-0.14,2.706,6.261
M,-0.866,1.627,6.437
F,0.752,1.992,4.024
M,-0.526,6.972,6.811
F,0.303,2.129,4.315
M,-0.12,1.672,2.85
F,-0.863,1.085,3.145
M,0.671,4.449,7.554
F,-1.581,-0.073,3.239
M,-1.091,3.296,7.687
M,1.575,5.074,7.317
M,0.8,4.754,6.331
F,1.492,2.777,3.598
M,-0.024,2.599,4.762
F,-0.685,2.377,3.981
F,1.619,2.114,4.31
F,-0.627,2.286,4.428
F,0.74,2.194,5.674
M,0.383,5.906,7.31
F,0.277,4.008,5.684
F,-1.64,0.552,1.927
M,-0.709,5.819,6.818
M,-0.448,5.198,5.681
M,1.189,4.277,7.277
F,0.178,1.777,5.584
M,0.733,4.935,7.413
F,0.228,1.727,1.558
M,0.989,3.723,4.027
M,0.337,2.592,5.345
F,1.039,2.4,5.18
F,-0.351,2.089,5.073
M,-0.714,3.622,4.936
F,-0.538,1.356,2.435
F,-1.891,-0.301,3.254
F,-0.874,1.222,1.72
F,-1.097,0.547,2.968
M,-1.729,0.477,3.321
M,1.201,3.855,7.823
M,-2.63,0.167,3.726
F,0.75,0.912,3.888
F,0.196,0.657,2.831
M,1.078,6.816,6.579
F,0.507,3.944,5.174
F,-0.546,0.966,2.264
F,0.335,2.246,5.263
M,0.148,3.283,7.777
F,0.915,3.445,6.734
F,0.148,1.975,3.751
M,1.52,5.186,8.004
F,-0.755,1.77,2.204
M,-2.142,1.612,2.755
F,-0.271,1.776,3.563
M,-0.229,3.949,7.744
M,0.652,6.937,7.32
F,-0.251,2.481,2.57
M,2.227,2.932,6.63
F,0.568,1.045,3.961
F,1.058,2.853,4.497
F,0.738,3.429,2.051
F,-0.001,1.969,2.823
F,1.466,2.252,5.43
F,-0.145,2.075,2.243
F,-1.044,-0.613,1.56
M,0.608,2.876,7.83
F,-0.414,0.518,1.087
M,1.859,4.349,8.599
M,-1.475,1.828,5.522
F,1.809,2.385,6.509
M,0.077,4.824,6.976
M,0.541,5.721,6.799
M,0.342,4.13,7.172
M,1.328,4.173,5.779
M,0.18,3.154,6.744
M,0.037,1.487,4.659
M,0.374,2.586,6.966
F,-0.743,0.359,3.297
M,-0.097,4.27,6.094
M,0.66,3.248,6.801
F,1.005,3.457,4.542
F,0.913,1.379,3.356
M,0.529,2.312,7.986
F,-1.224,0.881,1.872
F,1.853,0.862,6.233
F,-0.341,-0.293,2.351
M,-0.303,2.177,3.486
F,0.411,2.029,3.082
F,0.975,-0.778,5.052
F,0.184,0.389,4.7
F,1.036,-0.302,4.011
F,-0.699,0.075,1.708
F,-1.229,-3.006,0.924
M,-1.285,2.868,6.018
M,-0.949,1.936,4.758
M,1.576,4.953,6.804
F,0.2,4.351,6.232
F,0.345,2.711,5.839
M,1.001,4.89,4.978
M,-0.035,3.6,7.418
M,3.708,6.254,8.759
M,0.83,5.578,8.662
F,-0.662,0.092,5.457
M,1.374,3.734,6.853
M,-1.683,1.136,2.381
F,0.528,1.81,4.105
M,0.607,3.79,6.32
M,2.121,3.197,5.16
M,0.94,1.778,4.361
F,0.55,4.15,6.41
M,1.217,3.964,5.63
M,-1.545,0.984,5.106
F,0.001,2.205,4.026
M,1.773,2.341,5.514
M,-1.078,1.917,6.446
F,-0.933,1.423,1.815
M,-0.39,5.101,6.059
M,-0.413,5.32,7.607
F,2.583,3.736,5.569
M,-1.118,5.56,6.983
F,-0.55,-1.471,2.753
F,0.868,1.463,2.111
F,-0.521,2.705,2.231
F,0.432,0.161,3.005
M,1.112,3.204,8.306
F,-1.873,-1.512,-0.217
F,-1.657,-0.493,0.772
M,-0.963,2.479,6.053
F,1.24,2.702,3.065
M,0.004,1.869,3.319
M,1.099,3.755,8.844
M,0.091,5.567,5.838
F,1.14,0.229,2.475
M,-1.072,1.761,6.164
F,-0.975,2.238,3.47
M,-0.27,4.125,4.853
M,-1.298,4.557,8.893
F,0.626,2.296,3.147
F,0.666,2.08,3.391
F,0.389,0.996,2.966
F,0.816,2.221,5.041
F,1.475,1.943,5.301
F,-0.289,-0.609,3.615
F,-0.577,-1.092,1.07
F,-0.389,0.703,3.492
M,-0.738,3.216,5.186
M,0.139,0.927,5.132
M,-0.084,2.731,5.801
M,0.106,2.636,6.023
M,-1.004,0.24,3.411
M,-0.24,3.607,5.725
F,-1.653,1.097,5.011
F,1.695,1.501,3.404
M,0.366,4.425,5.301
M,-0.711,2.263,4.277
M,0.362,3.762,5.696
M,0.14,4.827,9.536
F,0.071,0.697,2.138
F,0.45,2.803,7.848
F,-0.446,0.498,2.596
M,-1.834,4.211,4.775
F,0.143,1.159,3.017
F,-0.549,1.041,5.046
F,0.252,1.592,3.443
M,-0.462,5.693,7.416
F,-0.649,-0.211,3.37
M,0.803,1.695,6.206
F,-1.498,-1.786,-1.295
F,1.44,2.727,3.622
M,0.284,2.109,3.729
M,0.731,3.399,5.587
M,-0.515,4.85,6.195
M,0.787,3.214,4.461
F,0.881,0.961,3.941
M,-0.122,2.645,7.159
M,-0.087,4.444,7.831
F,-1.305,3.279,2.552
M,-0.436,3.795,5.655
F,2.255,2.843,4.734
M,0.248,2.863,7.317
M,-1.955,1.576,4.651
F,-0.419,0.761,1.016
M,0.036,4.217,5.828
F,0.776,0.547,5.022
F,0.576,2.734,4.688
F,-0.911,0.051,2.726
F,0.419,0.02,3.653
F,0.052,1.371,2.933
M,-1.372,2.423,4.267
M,0.957,3.609,4.258
M,1.016,4.735,5.68
M,-1.285,2.353,6.973
F,-0.141,-0.657,1.969
F,1.192,4.546,4.698
F,2.277,3.2,2.197
M,0.663,3.802,6.097
F,1.286,0.389,2.82
F,-0.469,3.142,4.699
M,-0.502,3.248,6.123
M,-2.055,-0.385,4.052
F,-0.595,1.17,4.033
M,0.697,2.689,5.671
M,-0.011,1.952,4.829
M,0.947,4.003,9.126
M,-0.483,2.646,4.399
M,-0.736,3.916,8.678
F,1.505,2.747,2.635
M,-0.534,2.648,6.39
M,-0.6,4.175,8.633
M,0.275,5.468,7.439
M,1.251,2.912,5.679
M,1.338,4.863,9.057
M,0.859,4.615,6.045
M,0.219,3.549,5.481
F,0.702,3.584,4.001
F,-0.463,0.376,5.168
F,0.003,1.345,2.179
F,-0.135,0.682,4.454
F,0.391,0.775,5.956
F,-0.763,1.675,4.708
M,1.235,2.376,5.185
M,-0.239,2.615,3.449
F,-0.37,0.556,3.135
F,0.565,1.133,2.739
F,-0.099,0.303,2.386
F,-0.003,0.965,1.102
F,1.018,3.262,6.582
M,-1.312,3.469,2.054
F,-0.495,1.874,6.216
M,1.26,5.635,7.643
M,0.162,4.446,7.115
F,0.627,2.755,6.525
F,0.327,1.756,1.676
F,1.79,1.178,4.759
F,-0.152,-0.417,2.669
M,0.744,4.83,7.293
M,0.16,4.805,8.198
M,-1.146,0.975,5.019
F,0.754,0.349,3.252
F,0.199,0.251,3.016
F,-1.542,-0.719,3.017
F,-0.112,0.28,4.626
F,-1.135,-0.712,2.754
M,-1.56,2.547,3.129
M,-1.323,3.388,3.909
F,-0.586,0.622,4.119
F,0.244,-2.323,0.661
M,1.019,5.218,8.231
F,-1.459,-0.847,3.005
F,0.292,0.7,3.538
F,0.121,2.173,6.986
F,1.81,1.618,5.422
M,0.1,4.737,7.1
F,0.898,1.129,5.471
M,-0.688,3.944,4.754
M,1.492,4.48,8.23
M,-1.456,1.559,6.302
M,-0.777,3.501,8.423
F,-0.986,1.527,2.824
